label,body
0,DRUG TRAFFICKERS R MURDERERS.THEY SUPPLY WEAPONS OF DEATH THAT KILL THOUSANDS/YR..THEY DESERVE THE DEATH PENALTY!!… https://t.co/o2KQ24bx88
0,.@realDonaldTrump you and everyone who supports you is wicked and reprehensible. https://t.co/sNHQnA7DGK
0,btw turkey sayin they'll do the same they did in afrin in slemani. so if I don't randomly stop responding it's prob… https://t.co/TQJZR63ntk
0,"RT @Melissa1opinion: Liberals will say ""Oh no! He was just trying to support his family
#LiberalismIsAMentalDisease https://t.co/QXrtp7pc3X"
0,"Liberals will say ""Oh no! He was just trying to support his family
#LiberalismIsAMentalDisease https://t.co/QXrtp7pc3X"
0,RT @kitsap_lady: @Barnett20Todd Me thinks the #DeepState wants to kill off the competition. Don't fall for it @POTUS @realDonaldTrump https…
0,RT @JohnDoe72_: We semst to forget them in Europe so many dead girls raped and killed by migrants(terrorist) and we keep letting them in cl…
0,"@JasonAmerica @janeayre97 @REnsslin Leftists don't care if the ""deplorables"" in ""flyover states"" have to spend the… https://t.co/WF0zLZA0uM"
0,"“He looked like he had been in a concentration camp. (...) Obviously the conditions in #Libya are inhuman.”
Great r… https://t.co/Py1bORHCY3"
1,(30 migrants drown after boat sinks off Yemen) has been published on Latest Nigeria News - https://t.co/GBcgueqtqV https://t.co/O903Jzp7qN
0,"https://t.co/8DxuFu0HB6
I. Can. Not. Stand. *45."
0,#natsec Italy seizes Spanish rescue boat that defied Libyan threats - A Spanish aid group says Italy has seized one… https://t.co/5ckvevH3yx
1,14 migrants including four children die as boat capsizes off the coast of Greece https://t.co/XP2vqTaC2m #MondayMotivation #MusicMonday
0,"RT @Wiebke_Judith: Unfassbar! Erneut wurde ein #NGO Rettungsschiff von italienischen Behörden beschlagnahmt, diesmal weil sie die gerettete…"
0,RT @Uptotherewithit: If Govt adopt full 'Migrant Family Reunion' we would become unrecognisable as anything resembling the Britain everyone…
0,"Unfassbar! Erneut wurde ein #NGO Rettungsschiff von italienischen Behörden beschlagnahmt, diesmal weil sie die gere… https://t.co/T0FEvV9kaz"
0,#doglivesmatter more than black people's apparently! https://t.co/V9qhhcc7A4
1,"RT MSF_Sea: Breaking: At least 6 people are reported dead, among them 4 children, after a shipwreck in the #Aegean… https://t.co/KlHp3jHugp"
0,#disturbioslavapiésarv donde está @ManuelaCarmena? pensando como explicar que desde las 18:00 del día anterior se s… https://t.co/SSZrAaSNxB
0,“The world upside down” https://t.co/EeXrnSCbJ8
0,"Migrante, el asesinado en San José La Noria, Oaxaca: Miguel Ángel G. P. de 34 años de edad, se dirigía a su domicil… https://t.co/fPqKAr7iDj"
1,At Least 16 Dead as #Migrant Boat Sinks off #Greek Island | World News | US News https://t.co/Q4voVOjIw9 #migration… https://t.co/jIhYlCxRsB
1,Saturday’s incident is thought to be the highest death toll of migrants trying to reach outlying Greek islands in m… https://t.co/t7uuVVyGlY
0,"RT @Barbarachines: ‘Hate and immorality have no limits: Where’s Mommy?’: A family fled death threats, only to face separation at the border…"
0,Korban muslim yg meninggal di Suriah kebih banyak bro... https://t.co/ihCAREk4yw
0,"The 11-year-old began to despair.

“At first I thought it’d only be a few days before I saw my dad,” she recalled.… https://t.co/SFFwmGylTG"
0,"RT @23pluton: 今はBTCのデススパイラルの初期段階。5月のアプグレードをキッカケにBTCからBCHへのシフトが加速するだろうね。
BTCはマイナーにとって魅力が無い。
ユーザとっても魅力が無い。 https://t.co/fVqnXrPdQ7"
0,RT @VRudzitis: Vai TU jau izlasiiji? :) https://t.co/mFLQjiXYQR
0,@realDonaldTrump @PutinRF_Eng seeing some of those videos of weapons got me shook. I live close to the border.. so… https://t.co/vbeKGs3e2P
1,RT @DDNewsLive: 16 #migrants die as smuggling boat sinks in Aegean https://t.co/PzqtXfU7Ds
1,"RT @Tomo_krejacic: ""At Least 16 Migrants Drown Off Greek Island, Including 5 Children"" by NIKI KITSANTONIS via NYT The New York Times https…"
0,"‘Where’s Mommy?’: A family fled death threats, only to face separation at the border. @realDonaldTrump As you treat… https://t.co/U2ymhHG5DX"
0,"Heartbreaking

‘Where’s Mommy?’: A family fled death threats, only to face separation at the border.

https://t.co/qnnIOQp3v7"
0,"RT @StewartHansen3: Don't travel illegally or risk death.

Greece: 16 migrants die as smuggling boat sinks in Aegean https://t.co/P96ejCX7ib"
0,"Caro que sí Natalia. No tenemos conciencia de los males que hemos padecido, desde que somos México y luego hemos re… https://t.co/zHjLmicdlz"
0,"RT @monicasloves: ‘Where’s Mommy?’: A family fled death threats, only to face separation at the border.😞😞😞😞 https://t.co/SgZSwnbHlS https:/…"
0,"#NDTV &gt;&gt; A Family Fled Death Threats, Only To Face Separation At The Border https://t.co/wjZV8O2oHh via https://t.co/HW9jpnWcpX"
0,RT @TweetyBirdbrain: BTC in early death spiral phase thru implementation of Segwit &amp; Lightning. Miners will gradually starve &amp; cease operat…
0,Between Scotland and the Eire/Northern Ireland border issue amazing more Leavers haven’t yet realized that #Brexit… https://t.co/AtxQiu6aQP
1,16 Migrants Die After Smuggling Boat Sinks in the Aegean Sea https://t.co/RV5E9mMRJ4 https://t.co/zStTgKTvuG
0,"RT @MonederoJC: Aquí, en Lavapiés, ha muerto esta noche Mmame Mbage, un inmigrante perseguido por la policia. Cuánto dolor innecesario. ¿No…"
0,"If #Sweden 🇸🇪 is the canary in the mine...the mine has exploded 💣, thousands are dead and there's an underground fi… https://t.co/GM6K6rxY5E"
0,AmeriKKKa https://t.co/Ds0GLs6WdP
0,"Muerto de miedo, dejé ir el machete hacia el cuerpo de la bestia y sólo abrí los ojos cuando un chillido espantoso… https://t.co/PED8w86eJo"
1,Greece: 16 Migrants Die As Smuggling Boat Sinks In Aegean. 3/18/2018 https://t.co/BR9B0ExkWs
0,@fradmin @michaeldweiss @RadioFreeTom This presidency?  Are you freaking serious?  Has DJT sicked the IRS on anyone… https://t.co/nMBT7Ivp1X
0,Germany TURNS on EU: Merkel’s ally in SHOCK rant at ‘patronising’ EU over migrants https://t.co/WCQ3W2Bjw9 Dus onde… https://t.co/QIIojiLmdR
0,"""Islam is a political movement masquerading as a religion."" 
(U.S. Admiral James Lyons, Ret.)… https://t.co/TBsBLi0QrR"
0,"@_devangm @AstroKatie Uh. As a journalist, I fully expect my interviewees to have limits on what they're comfortabl… https://t.co/b6pQuUQV46"
0,"Y en efecto, ahora tenemos en el punto de mira a un inmigrante muerto y a un cuerpo de policía bajo sospecha. Es nu… https://t.co/qQ8SrcZ7Q8"
0,"RT @mkauzlarich: @seenfurrell Is this the best way to approach the topic of abortion, Sean?

Being pro-life is bigger than just anti-aborti…"
0,More vibrancy from Spain! @ianrmillard @BlackSun8014 @tooedit https://t.co/bINWgbYtlF
0,RT @miguelmarcoruiz: Mentiras miserables... https://t.co/GnGKitrfPV
0,"Number one missing skill in #SF: Healthcare Management. Abundant available: Perl, Python, Ruby . Great insights fro… https://t.co/1COqZsw6xG"
0,"@seenfurrell Is this the best way to approach the topic of abortion, Sean?

Being pro-life is bigger than just anti… https://t.co/xjKRWQrWaV"
0,"@olympia_anton @MarcoRubio If they want a gun, just tell them to get ahold of Former A.G. Eric Holder. Remember Fas… https://t.co/aZ4gKdrmlw"
1,New post (16 migrants die as smuggling boat sinks in Aegean: Greece) has been published on Best of Borneo Island -… https://t.co/En0Yi1y31J
0,"Vlgns @LodewijkA, @markrutte e.c.moeten WIJ ons aanpassen
nou NEVER!Die goorlappen moeten met de asociale regeringe… https://t.co/lGhLO4jgAP"
0,RT @SageAine1: Islam is a political death culture parading as a religion. The McCarren Walters Act of 1952 BANS ISLAM from the USA 🇺🇲 being…
0,"Of course Tommy is the issue for warning you about-
 Luton Islamists, uk refugee terrorists , pakistani rape gangs,… https://t.co/4MiB0wlYyG"
0,Interesante hilo https://t.co/Sb7mAAMrcJ
1,Greece: 16 migrants die as smuggling boat sinks in Aegean https://t.co/E4wloMNKXp
1,BBC News - Migrant crisis: At least 15 die as boat capsizes off Greece https://t.co/Gk7k1vy3Pu  #migrants #Greece #worldnews
1,"At Least 16 Migrants Drown Off Greek Island, Including 5 Children https://t.co/m6I0XMt6Iz"
0,Respire et débloque la majuscule du clavier. https://t.co/5JYVByT1TQ
0,TOURIST FROM TURKEY STABBED AN ISRAELI BORDER GUARD TO DEATH IN AL QUDS EARLIER TODAY. THE TURKISH NATIONAL HAS BEE… https://t.co/caekXhf78E
0,"Why would someone take the risk of coming to the U.S. without proper visas, knowing they face persecution and stigm… https://t.co/6WeWlWoIVH"
0,And the migration of Northies to South will suffocate south's youth to death! #DravidaNadu https://t.co/jtU0EqUwdx
0,Avril Lavigne is dead and has been replaced by a clone and Jesus survived the crucifixion and escaped to Pakistan a… https://t.co/AiwLxdhc42
0,"@jucaselmo @Brandt_Jimmy_ “Muerto de hambre” jaja me lo dice un pobre inmigrante ilegal , que le toca estar todo el… https://t.co/pG8wmtO90u"
0,#GlobalismWetDream #ViolenceInEurope #QAnon #MAGA @realDonaldTrump #FollowTheWhiteRabbit https://t.co/378R1kWae8
0,RT @steve_dellar: ...unrest started after the death of a Senegalese migrant who was stopped by police for street vending... #QAnon #Trump #…
0,...unrest started after the death of a Senegalese migrant who was stopped by police for street vending... #QAnon… https://t.co/8kgyycXIvm
0,"Is it just me, or does the GOP appear to have a death wish? These non-performers are willing to sacrifice our Natio… https://t.co/NVyYGvbfdU"
0,#AbolishICE https://t.co/fUKLnWwA50
1,RT @CherylBatchelo3: Greece: 16 migrants die as smuggling boat sinks in Aegean https://t.co/dKXFiEen0z https://t.co/nZN7qW4IJP
0,RT @RT_com: Violent protests sweep Madrid over death of Senegalese migrant ‘found by police’ (VIDEOS) https://t.co/HkTCCPis2S https://t.co/…
0,When I say this agency is the worst.... https://t.co/waCVBE0nkG
0,This is what happened at the selektion in my grandparents’ town square when they deported everyone in 1942.… https://t.co/TYPWKphmCD
0,Castaño tilda de ‘víctima del capitalismo’ al inmigrante muerto de un infarto https://t.co/HKAspxwqKx vía @Gaceta_es
1,"WorkVisasRFI: Migrant stabbed to death in Calais - A young migrant, probably of Afghan nationality, was stabbed to… https://t.co/jp1s0d1LsZ"
0,"What did I learn from the movie Coco..as a mexican, death or alive. You will always need to show #documents to cross the border. #problema"
0,"Pablo Echenique también culpa a la Policía de la muerte del inmigrante senegalés: ""Ha muerto por intentar... https://t.co/0GGq0Upl07"
0,"‘Where’s Mommy?’: A family fled death threats, only to face separation at the border. — The Washington Post https://t.co/mIl23S5V4E"
1,V_of_Europe: France: Migrant stabbed to death in Calais https://t.co/tPvcueXjZ1
0,After death: Don't let creditors usurp the money you left for your wife https://t.co/v0BadiEaV1
1,RT @V_of_Europe: France: Migrant stabbed to death in Calais https://t.co/Ej6CIG7jMj
1,RT @calaisolidarity: Death at the border // Mort à la frontière https://t.co/RHjVMIOZFG
0,"RT @ymouled: ""La policía pasaba por allí y se lo encontró casi muerto.""
NO. Las redadas racistas y persecuciones son diarias.

""No es racis…"
1,Greece: 16 migrants die as smuggling boat sinks in Aegean - ABC ... - ABC News https://t.co/JrCyxgwkiV
1,14 Migrants Die As Boat Capsizes Off Greece https://t.co/F0i1BlcnDB
1,More Migrants Die in the Sea https://t.co/rRFyTTCjNK #theGNB
0,RT @TKOGERMANY: Motivation der  #Pforzheimer Schülerinnen und Schüler des Wirtschaftsgymnasium zum Thema:“ #Innovation and #Entrepreneurshi…
0,"The UN's Crimes of Omission: Among the most widely discussed conflict is that in Syria, which, according to United… https://t.co/DGgdIbA7E0"
0,"Dems don't want to pay for a  border wall to keep out criminals and drugs  but it was OK for Obama to give Iran, 33… https://t.co/gYqj3HFsqy"
0,Wonderful work by @ShowkatShafi @AlJazeera_World . Alas! Humanity is long dead. https://t.co/SOgk7qbERE
0,"⚠️""The plan is as follows: first the peacekeepers come and cordon off the  border on its entire extent. Then the AF… https://t.co/QXdpKqduuH"
0,"Luego vendrá gente defendiendola por tonterías varias como:
""Es mujer""
""Es inmigrante""
""Es de color""
""No tenía buen… https://t.co/enQa2YTLzq"
0,"@EricHolder   when you say ""This is a coverup"", are you still talking ABOUT YOUR &amp; OBAMA'S COLLUSION ON FAST &amp; FURI… https://t.co/g2xxmf2dss"
0,Migrants drown as Libyan coastguard clash with Sea-Watch https://t.co/WUlyfsKgC1
0,#Pakistan violated ceasefire along LoC &amp; International Border in #JammuAndKashmir 633 times in the first 2 months o… https://t.co/rTi824JcMS
1,"""At Least 16 Migrants Drown Off Greek Island, Including 5 Children"" by NIKI KITSANTONIS via NYT The New York Times… https://t.co/r74WA9KI3V"
0,So what do you think we need more: a border wall or a Death Star? I vote for a Death Star. https://t.co/g958avJJbn
0,#eyesonyou #VoteRED #VoterRegistration #SocialMedia #FightTheFight #1A #FreeSpeech #FreeTheInternet #WeThePeople… https://t.co/Q6wfdhMCtC
0,"#DangerousDemocrats have based their entire future on #IllegalImmigration, #IllegalImmigrants, Felons, #Hijrah (mig… https://t.co/j09ebvsZqZ"
0,"The Migrants in the USA are called Skinny’s, we don’t have many, but they behave, if they don’t, they are Jailed an… https://t.co/QmTIUhZlTh"
0,RT @Sigi_here: @GerhaeuserVCI @GermanyonBrexit @chemieverband @Der_BDI @WeyandSabine @guyverhofstadt Sorgt sich die Bundesregierung auch um…
0,"This is serious, after 1989-1991 we wanted calm and a balancing of the books instead ""forces"" kept stoking religiou… https://t.co/lG6WvIhS8z"
0,@DebatAlRojoVivo @iescolar La vida según Escolar: Un individuo blanco de 8 años resulta muerto al agredir con un ha… https://t.co/o2R9K96uLC
0,@GerhaeuserVCI @GermanyonBrexit @chemieverband @Der_BDI @WeyandSabine @guyverhofstadt Sorgt sich die Bundesregierun… https://t.co/bmHgSYqRL1
0,"ON FAIT CIRCULER , merci https://t.co/8HTjHC3VpC"
0,"@jbwhitesnake Kettle calling the pot black syndrome, me thinks. Farcical really. Our countries Goverments, { US+UK… https://t.co/d6KxWaTWZ0"
0,"""Millions"" is definitely exaggerated, but yes we must be allowed to say ""it's Muslims again"" WITHOUT being criminsl… https://t.co/TyTnS7NtxX"
0,RT @SinghNavdeep: That's just nothing. A widow was denied benefits when her husband slipped in mountainous terrain while on guard duty on C…
0,Motivation der  #Pforzheimer Schülerinnen und Schüler des Wirtschaftsgymnasium zum Thema:“ #Innovation and… https://t.co/VPtj9hwB7z
0,@MbalulaFikile Zimbabweans dont need to jump the crocodile infested Limpopo when we have such lovely people to just… https://t.co/W1mEK2v75i
0,"@ooCarrillo como surgira el odio, mas facil por meter a una criatura con un acaha en la cabeza y rematarlo con tus… https://t.co/qqwTDH9R2a"
1,आमाको विलौनाः मलेसिया गएको छोरोले हामीलाई विर्सियो की ? https://t.co/n2YK0dznfK
0,"O.K your already living in a Shit hole.
How are the Muslims integrating.
You do know the Globalists use weapons of… https://t.co/6qUemwr2kw"
0,RT @CharlieUmlaut69: @MurderBryan Totally missing the fact that migrant workers pick that fruit for less than minimum wage.
0,"24-year-old Nigerian asylum seeker stabbed to death in Italy after row with Nigerian woman

Chai!!!!"
0,"RT @MissingChildEU: Children in migration do go missing, but it’s not by using coercion on them that we will gain their trust and make them…"
0,Blue screen of death at UK Border Patrol feels like some kind of omen. https://t.co/dIpjNXWdHb
0,Het intellect is bedroevend bij deze lieden van @PolitiekBIJ1. Doordrenkt met #haat en #racisme is hun wereldbeeld… https://t.co/xuL9DujRg2
0,tfw you’re not the only ones living in a cold-ass country... French Alpes: ski patrol person arrested after saving… https://t.co/YUX2B7nfMo
0,RT @AzLakeHouse: @ar15m4mid @SKYRIDER4538 @BrutalVeracity @RobBrasher @caramastrey @BatcaveBatmo @cindyknoxville @Greggorj @crystallayne195…
1,@fatalencounters RT @the_decedents: Name: Roberto Chávez-Reséndiz • City: Sells • Date: 03/05/01 • Cause of Death:… https://t.co/ACb3LFcsnM
0,"@blue_activist @altNOAA @united Unfortunately without showing images of cruelty, nothing will change..the dead drow… https://t.co/fpsnq89E3X"
1,Mexicano se declara culpable de la muerte de diez migrantes que murieron por asfixio https://t.co/YcmgGfiFDr
1,France: Migrant stabbed to death in Calais https://t.co/Ej6CIG7jMj
0,Texas AG Probing Border County Judge 'Voting' Years After Death https://t.co/sXsEnaD8b0
0,"RT @gayedemanuele: Serco collaborates w/ #BorderForce raiding #asylumseekers homes, arrests &amp; deportations. 
They were in #Biloela last wee…"
0,BREAKING NEWS FROM AFGHANISGAN. https://t.co/vGgl7AvXTY
1,Aid workers: Migrant death in Italy points to dire conditions in Libya… https://t.co/0YOKdxuUU2 #Libya #Feb17
0,RT @MaxGallien: Protests in the marginalised border region of Jerada in #Morocco have re-erupted after leading activists were arrested. Tri…
0,"Another attack, another bloodshed and another disaster. https://t.co/9aGnSt5bs0"
0,"Hurry up and build it, and also bring in the death sentence for drug dealers https://t.co/VPAPFObgBX"
0,@TrueEngland @sajidjavid The idiots wouldn’t complain because that would be “”ISLAMOPHOBIC”” They don’t want to be… https://t.co/yUaJGZXW7D
0,"RT @TeamTrumpUSA: @OpChemtrails When a lone young refugee with healthy organs goes missing, nobody notices or they think he or she moved el…"
0,"RT @llulie: While Trump is in CA focusing on a border wall, his inhumane policies have resulted in the death of 2 #farmworkers who were bei…"
0,"RT @RobTiffany: The Cloud is Dead, Long Live the Edge We interrupt your regularly scheduled migration to the https://t.co/iUIk0mDGJt #IoT #…"
0,@Reuters Maybe we should add the death penalty to illegal border crossing. That will stop it.
0,RT @acTBistas: @SSalud_Tab Seguro que su Secretario de Salud sabe cuantos casos de #Migrantes con #Tuberculosis de sus 725 encontrados en e…
0,Every illegal alien that crosses a border into a sovereign nation does so to harm that nation and benefit themselve… https://t.co/fsZ8pkHfct
0,"RT @Htuttinohnn: Women without wound really dead?
OR just pretend to take fake video?
No burning, no blood, no wound, no rape. https://t.co…"
0,RT @HRClintonPrison: ACCELERATED SUICIDE https://t.co/u19UvwMCLS
0,#LosAngeles. ✊🏽  #TrumpOUTofLA #WallsDontWork  #SanDiego #StopTrump #DumpTrump https://t.co/FA5Ome8HS9
0,@CriticalReader7 @YazaNico @ASM_AntiSocial These migrants usually find a vessel before they sink their boats delibe… https://t.co/tcOlG0WEke
0,"""If you had the luck of the Irish, you'd be sorry &amp; wish you were dead""                       -John Lennon… https://t.co/aIktXRPGGR"
0,@XCrvene Remember when Hillary had Yasser Arafat killed. He was been paid by Eastern Europe to keep the Africans an… https://t.co/vTdIrEpyY2
0,@DiamondandSilk Eric Holder is a traitor and should be charged with killing hundreds of Mexican citizens with his g… https://t.co/EymFB1iHkv
0,RT @Kurt64293024: The Kremlin is simply mocking Theresa May and Britain - Putin killed another refugee in Britain - Glushkov. And Teresa Ma…
0,That might actually mark the definitive death of what was once Sweden.. https://t.co/T2r4wzFNdF
0,"@FoxNews @AGBecerra @dailybriefing Well, we could let the California AG go down to the border, meet the  illegal im… https://t.co/3HAzKWfqd6"
0,RT @notasheepyet: #auspol Leader of country's police union said her death would have been prevented had the open door asylum-seeker policy…
0,A 25 year old Sudanese-Eritrean refugee was found dead in Paris last Thursday 8 March. A man traumatised by his pas… https://t.co/VstnPidOzl
0,"RT @WarriorTarpian: 🎬👾Eres un CRACK #Iglesias....Te dedicamos un Baile...CRACK.!!
Podemos pide que los familiares del inmigrante senegalés…"
0,"@EricHolder The only ""Stain"" I see, is the one left by your lack of integrity and the cause of a good Border Patrol… https://t.co/hGtlbySAye"
0,@jonkudelka We need a Space Force logo. Something along the lines of our Aussie death-cult Border Force one maybe? https://t.co/KNcG26mZEB
0,@ALT_KTHopkins @KTHopkins @YouTube Nearly 9 million dead in #UK #AbortionHolocaust and almost 8 million imported us… https://t.co/0jXwj4JyN1
0,"RT @Pmacgiollabhain: At least he gets it that gene pool unionism is on death row.
Change is coming.
Even if we have to endure the reintrodu…"
0,A country intent upon committing suicide will not be prevented from doing so. They hate themselves that much. Let’s… https://t.co/tGx2GS6edZ
0,"RT @ASRC1: After being faced with a cruel choice between her own health and staying with her son, the #Nauru refugee mother said: 'death an…"
0,"Russian exile Nikolai Glushkov found dead at his London home https://t.co/Qhte3VVF4i
Can someone please explain how… https://t.co/Nd6Lx6pThS"
0,Dayo greentexteando me ha dado la vida https://t.co/zkx3mPC4KY
0,"RT @DayoScript: &gt;Ser yo
&gt;Entro en los foros de Anima a ver qué campañas hay
&gt;Pongo por orden de visita
&gt;La primera se llama ""La bestia de S…"
0,"&gt;Ser yo
&gt;Entro en los foros de Anima a ver qué campañas hay
&gt;Pongo por orden de visita
&gt;La primera se llama ""La bes… https://t.co/YRcd8RpXBF"
0,"@iescolar Has metido la pata o tu cinismo no llega a ser comprensible por mi Que sea mujer,negra e inmigrante no ti… https://t.co/Jm5S1rLW3G"
0,"Say what you want about the SDF/YPG, but Turkey has not right to violate the border integrity with Syria. Every dea… https://t.co/Zo1QqGsSSr"
0,"@reason Reason also ignores that the kind of people who can't even get a visa to overstay, who risk arrest and deat… https://t.co/P7uvbHV5Pn"
1,RT @rdevro: Solid reporting by @60Minutes on last summer's smuggling tragedy in San Antonio (background on the case here: https://t.co/AGIb…
1,Solid reporting by @60Minutes on last summer's smuggling tragedy in San Antonio (background on the case here:… https://t.co/TGr7xeswux
0,RT @drzarni: #UnitedNations is dead.   Listen to the voices of the Dead #Rohingya #Kachin #Syria #Yemen #Myanmar #Sudan #Palestines #Iraq:…
0,"More than 43,000 Rohingya parents are reported missing. Experts fear they are dead https://t.co/KZUR3wLmNe"
0,@TRobinsonNewEra The idiots wouldn’t complain because that would be “”ISLAMOPHOBIC”” They don’t want to be “”ISLAMO… https://t.co/xFjE9COOOI
0,"Ubije li nekakav slican, dijete u hr, odmah sutra cemo imati reakcije u vidu osude ksenofobije i upozoravanja na ra… https://t.co/rH0uleOZ1C"
0,RT @SPSMChat: #SPSM chats about our migration to #Twitch...Better watch the Sizzle Reel. 3/11/18. https://t.co/tGaPBgRUXi #mhsm #hcsm #suic…
0,RT @ZaidZamanHamid: Humanity is not dead yet....you still find it in strangest of places....in the clinics of rich doctors of Canada or in…
0,RT @jackislander: colonel Putin approves and likes it... https://t.co/8vGJc24ElF
0,"RT @ZajniDaut: @JCVD Unique idea. in the new screen version  the movie   ""The Shepherd: Border Patrol - 2"" to add idea  of the American cul…"
0,"RT @drzarni: Killing 1,000+ #R0hingya in 48 hrs. bragged this Burmese @facebook posting by one #Myanmar trooper himself (dated Aug 28, 2017…"
0,"RT @THETXEMBASSY: Starr County, Texas, located on the U.S.-Mexico Border, is part of the combined Rio Grande City &amp; McAllen-Edinburg

1 of…"
0,"RT @Presidencia_Ec: “Ese día, 140 trabajadoras –la mayoría judías e inmigrantes italianas– murieron cuando la fábrica donde trabajaban, se…"
0,RT @3s_rt7: My take on Spring Break. Youth with too much time on there hands and too many people trying to fill their empty wells. The resu…
1,RT @MMP_migration: 15 #Syrians froze to death trying to cross into #Lebanon via the mountains in January: just 1 outcome of the current res…
1,"21 illegal migrants drown off Libyan coast en route to #Italy
#Illegal_Immigrants #IOM #Libya
https://t.co/6rCIWYinlz"
